model,method,image,deletion_auc,insertion_auc
vit_tiny,scorecam,7007-186.jpg,0.5907424092292786,0.19251516461372375
vit_tiny,scorecam,7008-56.jpg,0.8814362287521362,0.6327909231185913
vit_tiny,scorecam,7009-114.jpg,0.8933554291725159,0.45666250586509705
vit_tiny,scorecam,7009-2.jpg,0.306029349565506,0.60550856590271
vit_tiny,scorecam,7009-202.jpg,0.8277878761291504,0.17895692586898804
vit_tiny,scorecam,7009-47.jpg,0.9300892353057861,0.40316343307495117
vit_tiny,scorecam,7009-75.jpg,0.7800289392471313,0.8236403465270996
vit_tiny,scorecam,7009-95.jpg,0.5657188892364502,0.7737467288970947
vit_tiny,scorecam,7010-227.jpg,0.9202554821968079,0.33654388785362244
vit_tiny,scorecam,7010-62.jpg,0.5797946453094482,0.8259616494178772
vit_tiny,scorecam,7010-82.jpg,0.7096841931343079,0.5583964586257935
vit_tiny,scorecam,7010-96.jpg,0.9215002059936523,0.3517196476459503
vit_tiny,scorecam,7010-97.jpg,0.2001238316297531,0.9421371817588806
vit_tiny,scorecam,7011-134.jpg,0.4734768271446228,0.3100939393043518
vit_tiny,scorecam,7011-142.jpg,0.20416468381881714,0.8810667395591736
vit_tiny,scorecam,7011-143.jpg,0.3450426459312439,0.9309884309768677
vit_tiny,scorecam,7011-171.jpg,0.1545238196849823,0.8162391781806946
vit_tiny,scorecam,7011-18.jpg,0.6337323784828186,0.8143371343612671
vit_tiny,scorecam,7011-192.jpg,0.9335539937019348,0.535085141658783
vit_tiny,scorecam,7011-204.jpg,0.847628653049469,0.46776482462882996
vit_tiny,scorecam,7011-25.jpg,0.37495312094688416,0.8996133804321289
vit_tiny,scorecam,7012-103.jpg,0.9192964434623718,0.25924375653266907
vit_tiny,scorecam,7012-119.jpg,0.8511382341384888,0.8686157464981079
vit_tiny,scorecam,7012-128.jpg,0.1662687361240387,0.7605067491531372
vit_tiny,scorecam,7012-13.jpg,0.6659554243087769,0.28921031951904297
vit_tiny,scorecam,7012-49.jpg,0.9254500269889832,0.23264966905117035
vit_tiny,scorecam,7012-67.jpg,0.9185857772827148,0.25671640038490295
vit_tiny,scorecam,7013-150.jpg,0.900775134563446,0.5388002395629883
vit_tiny,scorecam,7013-184.jpg,0.8748754858970642,0.7793095111846924
vit_tiny,scorecam,7013-81.jpg,0.9186832308769226,0.2633530795574188
vit_tiny,scorecam,7013-99.jpg,0.9019715189933777,0.23220321536064148
vit_tiny,scorecam,7014-222.jpg,0.9397348761558533,0.24828612804412842
vit_tiny,scorecam,7016-136.jpg,0.9114980697631836,0.2455049753189087
vit_tiny,scorecam,7016-204.jpg,0.16714072227478027,0.8139107823371887
vit_tiny,scorecam,7016-65.jpg,0.9428909420967102,0.31671735644340515
vit_tiny,scorecam,7017-130.jpg,0.6228673458099365,0.25167539715766907
resnet18,shap,7001-2.jpg,0.3689613342285156,0.931870698928833
resnet18,shap,7001-26.jpg,0.10386127978563309,0.9137834906578064
resnet18,shap,7002-33.jpg,0.1916007399559021,0.9122583270072937
resnet18,shap,7002-48.jpg,0.4239429831504822,0.9570375084877014
resnet18,shap,7004-143.jpg,0.6859484910964966,0.9075601696968079
resnet18,shap,7004-197.jpg,0.3006329834461212,0.932274341583252
resnet18,shap,7004-92.jpg,0.4423154890537262,0.767896831035614
resnet18,shap,7005-119.jpg,0.5592434406280518,0.9211760759353638
resnet18,shap,7005-78.jpg,0.49359455704689026,0.964599072933197
resnet18,shap,7006-134.jpg,0.31204551458358765,0.9672617316246033
resnet18,shap,7006-154.jpg,0.38329946994781494,0.9584153294563293
resnet18,shap,7006-73.jpg,0.5495038628578186,0.9308869242668152
resnet18,shap,7006-77.jpg,0.47561323642730713,0.9739037156105042
resnet18,shap,7006-96.jpg,0.6532918214797974,0.9542394280433655
resnet18,shap,7007-186.jpg,0.35559579730033875,0.8541673421859741
resnet18,shap,7008-56.jpg,0.43161702156066895,0.9513108730316162
resnet18,shap,7009-114.jpg,0.47033849358558655,0.9775876998901367
resnet18,shap,7009-2.jpg,0.04125264659523964,0.599279522895813
resnet18,shap,7009-202.jpg,0.4355490505695343,0.9336221218109131
resnet18,shap,7009-47.jpg,0.5675265789031982,0.9679055213928223
resnet18,shap,7009-75.jpg,0.2364359349012375,0.9532997608184814
resnet18,shap,7009-95.jpg,0.5790982842445374,0.958625853061676
resnet18,shap,7010-227.jpg,0.43232136964797974,0.936962366104126
resnet18,shap,7010-62.jpg,0.6564530730247498,0.9500592350959778
resnet18,shap,7010-82.jpg,0.559253454208374,0.8807088732719421
mobilenetv3,shap,7001-2.jpg,0.33504587411880493,0.9265341758728027
mobilenetv3,shap,7001-26.jpg,0.09372205287218094,0.8989148139953613
mobilenetv3,shap,7002-33.jpg,0.12234245985746384,0.9511364698410034
mobilenetv3,shap,7002-48.jpg,0.5835241675376892,0.9596320390701294
mobilenetv3,shap,7004-143.jpg,0.3683178424835205,0.9727070927619934
mobilenetv3,shap,7004-197.jpg,0.2615228593349457,0.7407501339912415
mobilenetv3,shap,7004-92.jpg,0.15497900545597076,0.6588470935821533
mobilenetv3,shap,7005-119.jpg,0.43023020029067993,0.963679313659668
mobilenetv3,shap,7005-78.jpg,0.5176150798797607,0.9728536009788513
mobilenetv3,shap,7006-134.jpg,0.3626205027103424,0.96723473072052
mobilenetv3,shap,7006-154.jpg,0.2894633114337921,0.9696899056434631
mobilenetv3,shap,7006-73.jpg,0.4243791401386261,0.9731647372245789
mobilenetv3,shap,7006-77.jpg,0.534934937953949,0.9583139419555664
mobilenetv3,shap,7006-96.jpg,0.46766600012779236,0.9596242308616638
mobilenetv3,shap,7007-186.jpg,0.14537476003170013,0.733985960483551
mobilenetv3,shap,7008-56.jpg,0.5766818523406982,0.9450306296348572
mobilenetv3,shap,7009-114.jpg,0.574889063835144,0.8499192595481873
mobilenetv3,shap,7009-2.jpg,0.06974384933710098,0.5711511969566345
mobilenetv3,shap,7009-202.jpg,0.16794942319393158,0.6047226190567017
mobilenetv3,shap,7009-47.jpg,0.5225670337677002,0.9758628010749817
mobilenetv3,shap,7009-75.jpg,0.5763182640075684,0.9459022283554077
mobilenetv3,shap,7009-95.jpg,0.5348081588745117,0.8752760291099548
mobilenetv3,shap,7010-227.jpg,0.30199337005615234,0.8003454804420471
mobilenetv3,shap,7010-62.jpg,0.33232083916664124,0.9602850675582886
mobilenetv3,shap,7010-82.jpg,0.12564387917518616,0.8939170837402344
